bin_low_gev,bin_high_gev,value,error
-4.00000000000000000e+00,-3.89999999999999991e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.89999999999999991e+00,-3.79999999999999982e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.79999999999999982e+00,-3.69999999999999973e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.70000000000000018e+00,-3.60000000000000009e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.60000000000000009e+00,-3.50000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.50000000000000000e+00,-3.39999999999999991e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.39999999999999991e+00,-3.29999999999999982e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.29999999999999982e+00,-3.19999999999999973e+00,0.00000000000000000e+00,0.00000000000000000e+00
-3.20000000000000018e+00,-3.10000000000000009e+00,-4.02501256424948623e-03,5.59084590139178467e-04
-3.10000000000000009e+00,-3.00000000000000000e+00,-8.09461809192916215e-01,3.68761099685086177e-02
-3.00000000000000000e+00,-2.89999999999999991e+00,-4.91014127747907203e+00,2.31477615326239589e-01
-2.89999999999999991e+00,-2.79999999999999982e+00,-1.12640234636663124e+01,7.29521853910921281e-01
-2.79999999999999982e+00,-2.69999999999999973e+00,-7.33814823105374714e-01,1.81034797747725795e+00
-2.69999999999999973e+00,-2.59999999999999964e+00,6.78674974715581385e+01,4.34467542063848011e+00
-2.60000000000000009e+00,-2.50000000000000000e+00,2.59803400489786895e+02,9.58482551519066206e+00
-2.50000000000000000e+00,-2.39999999999999991e+00,6.78968583240676480e+02,1.90561726068100121e+01
-2.39999999999999991e+00,-2.29999999999999982e+00,1.43161745066508297e+03,3.42222458133674081e+01
-2.29999999999999982e+00,-2.19999999999999973e+00,2.58901623184745949e+03,5.56866043818501026e+01
-2.19999999999999973e+00,-2.09999999999999964e+00,4.37263746602081756e+03,8.57664141309969921e+01
-2.10000000000000009e+00,-2.00000000000000000e+00,6.46413560848905036e+03,1.20183715231297157e+02
-2.00000000000000000e+00,-1.89999999999999991e+00,9.10267097315379033e+03,1.59755758526182831e+02
-1.89999999999999991e+00,-1.79999999999999982e+00,1.22398521068382815e+04,2.05244011895735923e+02
-1.79999999999999982e+00,-1.69999999999999973e+00,1.53688922771586604e+04,2.58870549447328244e+02
-1.69999999999999996e+00,-1.59999999999999987e+00,1.97505671192017107e+04,3.20497323571588367e+02
-1.59999999999999987e+00,-1.49999999999999978e+00,2.49449865884322062e+04,3.91847732946051110e+02
-1.49999999999999978e+00,-1.39999999999999969e+00,3.09298284709119507e+04,4.68198418667549618e+02
-1.39999999999999991e+00,-1.29999999999999982e+00,3.52206810685035671e+04,5.42624175564971324e+02
-1.29999999999999982e+00,-1.19999999999999973e+00,4.03531832618565677e+04,6.23825793233451691e+02
-1.19999999999999973e+00,-1.09999999999999964e+00,4.64550437795118050e+04,7.07448825453147265e+02
-1.09999999999999987e+00,-9.99999999999999889e-01,5.40050272478462139e+04,8.00419250239256144e+02
-9.99999999999999778e-01,-8.99999999999999800e-01,5.82017238028399661e+04,8.54280014188308201e+02
-8.99999999999999800e-01,-7.99999999999999822e-01,6.48135865936302725e+04,9.35417589748094770e+02
-7.99999999999999822e-01,-6.99999999999999845e-01,6.90074400264856959e+04,9.92277628107420355e+02
-6.99999999999999845e-01,-5.99999999999999867e-01,7.47552550305842014e+04,1.10038916429440565e+03
-5.99999999999999867e-01,-4.99999999999999889e-01,7.91423681209424103e+04,1.14160788474632977e+03
-4.99999999999999778e-01,-3.99999999999999800e-01,8.06137447642107145e+04,1.20226391367096062e+03
-3.99999999999999800e-01,-2.99999999999999822e-01,8.48105339393933245e+04,1.28075490453382031e+03
-2.99999999999999822e-01,-1.99999999999999817e-01,8.52167655840298394e+04,1.31220719405865430e+03
-1.99999999999999789e-01,-9.99999999999997835e-02,8.88563289085782744e+04,1.40229133459676314e+03
-9.99999999999997835e-02,2.22044604925031308e-16,9.83410845564836491e+04,1.42437172089478486e+03
2.22044604925031308e-16,1.00000000000000228e-01,9.72611513050405192e+04,1.42891869262236401e+03
1.00000000000000228e-01,2.00000000000000233e-01,8.28086106299198873e+04,1.34667734705322891e+03
2.00000000000000233e-01,3.00000000000000266e-01,8.53514411682290520e+04,1.38798238013356013e+03
3.00000000000000266e-01,4.00000000000000244e-01,8.26172673144030268e+04,1.31716460592936323e+03
4.00000000000000244e-01,5.00000000000000222e-01,8.13337217856303469e+04,1.26018476772188160e+03
5.00000000000000222e-01,6.00000000000000200e-01,7.91281876381238108e+04,1.21391712033089470e+03
6.00000000000000311e-01,7.00000000000000289e-01,7.45705029331423721e+04,1.07689846734658249e+03
7.00000000000000289e-01,8.00000000000000266e-01,7.07869217680505972e+04,1.01862474548269518e+03
8.00000000000000266e-01,9.00000000000000244e-01,6.60370598080387135e+04,9.60149891687640775e+02
9.00000000000000244e-01,1.00000000000000022e+00,6.12550206531467120e+04,8.84134814616125254e+02
1.00000000000000022e+00,1.10000000000000031e+00,5.60648168942310294e+04,7.98935318054881577e+02
1.10000000000000031e+00,1.20000000000000040e+00,4.95209855065353258e+04,6.97051195099426195e+02
1.20000000000000018e+00,1.30000000000000027e+00,4.42566011001387524e+04,6.26660556054587687e+02
1.30000000000000027e+00,1.40000000000000036e+00,3.79563502552457940e+04,5.37393429273788001e+02
1.40000000000000036e+00,1.50000000000000044e+00,3.27291338076174034e+04,4.66605739723399836e+02
1.50000000000000022e+00,1.60000000000000031e+00,2.73332264601891547e+04,3.83417632735705297e+02
1.60000000000000031e+00,1.70000000000000040e+00,2.31839128464228561e+04,3.29299313234791157e+02
1.70000000000000040e+00,1.80000000000000049e+00,1.87074073830203670e+04,2.69342846661083684e+02
1.80000000000000027e+00,1.90000000000000036e+00,1.45104304745591271e+04,2.15381881297786521e+02
1.90000000000000036e+00,2.00000000000000044e+00,1.11941365083265027e+04,1.65498851471581077e+02
2.00000000000000044e+00,2.10000000000000053e+00,8.04698065489704913e+03,1.24471876357776168e+02
2.10000000000000053e+00,2.20000000000000062e+00,5.73623599216327511e+03,9.07091985962330085e+01
2.20000000000000018e+00,2.30000000000000027e+00,3.62364395117076765e+03,6.15570507068742003e+01
2.30000000000000027e+00,2.40000000000000036e+00,2.15282180609180477e+03,3.93043046447343656e+01
2.40000000000000036e+00,2.50000000000000044e+00,1.20945183150548860e+03,2.42262803662069217e+01
2.50000000000000044e+00,2.60000000000000053e+00,5.54088350527795455e+02,1.31992518489151252e+01
2.60000000000000053e+00,2.70000000000000062e+00,2.15760647352151040e+02,6.72476505906083766e+00
2.70000000000000018e+00,2.80000000000000027e+00,6.29716968281983895e+01,2.92796311572812318e+00
2.80000000000000027e+00,2.90000000000000036e+00,1.24120169141248713e+01,1.06178950489398960e+00
2.90000000000000036e+00,3.00000000000000044e+00,1.27973322415064761e+00,3.12672712079280879e-01
3.00000000000000044e+00,3.10000000000000053e+00,1.93027947334648786e-01,4.60165252494375357e-02
3.10000000000000053e+00,3.20000000000000062e+00,6.29666842830693121e-04,7.04297618554933073e-04
3.20000000000000018e+00,3.30000000000000027e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.30000000000000027e+00,3.40000000000000036e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.40000000000000036e+00,3.50000000000000044e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.50000000000000044e+00,3.60000000000000053e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.60000000000000053e+00,3.70000000000000062e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.70000000000000062e+00,3.80000000000000071e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.80000000000000027e+00,3.90000000000000036e+00,0.00000000000000000e+00,0.00000000000000000e+00
3.90000000000000036e+00,4.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00
